case_study,session_id,uid_local,group_local,uid_global,group_global,score,rank
case_study_1,10,uid19,7,case_study_1_10_uid19,case_study_1_10_7,3,7
case_study_1,10,uid19,9,case_study_1_10_uid19,case_study_1_10_9,2,10
case_study_1,10,uid19,2,case_study_1_10_uid19,case_study_1_10_2,4,3
case_study_1,10,uid20,3,case_study_1_10_uid20,case_study_1_10_3,3,9
case_study_1,10,uid20,10,case_study_1_10_uid20,case_study_1_10_10,5,1
case_study_1,10,uid20,8,case_study_1_10_uid20,case_study_1_10_8,4,6
case_study_1,10,uid20,6,case_study_1_10_uid20,case_study_1_10_6,4,5
case_study_1,10,uid20,1,case_study_1_10_uid20,case_study_1_10_1,5,2
case_study_1,10,uid20,4,case_study_1_10_uid20,case_study_1_10_4,3,8
case_study_1,10,uid20,5,case_study_1_10_uid20,case_study_1_10_5,4,4
case_study_1,10,uid20,7,case_study_1_10_uid20,case_study_1_10_7,3,7
case_study_1,10,uid20,9,case_study_1_10_uid20,case_study_1_10_9,1,10
case_study_1,10,uid20,2,case_study_1_10_uid20,case_study_1_10_2,4,3
case_study_1,10,uid16,3,case_study_1_10_uid16,case_study_1_10_3,3,10
case_study_1,10,uid16,10,case_study_1_10_uid16,case_study_1_10_10,3,8
case_study_1,10,uid16,8,case_study_1_10_uid16,case_study_1_10_8,4,5
case_study_1,10,uid16,6,case_study_1_10_uid16,case_study_1_10_6,4,4
case_study_1,10,uid16,1,case_study_1_10_uid16,case_study_1_10_1,3,7
case_study_1,10,uid16,4,case_study_1_10_uid16,case_study_1_10_4,3,9
case_study_1,10,uid16,5,case_study_1_10_uid16,case_study_1_10_5,3,6
case_study_1,10,uid16,7,case_study_1_10_uid16,case_study_1_10_7,4,3
case_study_1,10,uid16,9,case_study_1_10_uid16,case_study_1_10_9,4,1
case_study_1,10,uid16,2,case_study_1_10_uid16,case_study_1_10_2,4,2
case_study_1,10,uid18,3,case_study_1_10_uid18,case_study_1_10_3,3,7
case_study_1,10,uid18,10,case_study_1_10_uid18,case_study_1_10_10,3,8
case_study_1,10,uid18,8,case_study_1_10_uid18,case_study_1_10_8,3,6
case_study_1,10,uid18,6,case_study_1_10_uid18,case_study_1_10_6,4,3
case_study_1,10,uid18,1,case_study_1_10_uid18,case_study_1_10_1,5,1
case_study_1,10,uid18,4,case_study_1_10_uid18,case_study_1_10_4,3,5
case_study_1,10,uid18,5,case_study_1_10_uid18,case_study_1_10_5,5,2
case_study_1,10,uid18,7,case_study_1_10_uid18,case_study_1_10_7,3,9
case_study_1,10,uid18,9,case_study_1_10_uid18,case_study_1_10_9,3,10
case_study_1,10,uid18,2,case_study_1_10_uid18,case_study_1_10_2,3,4
case_study_1,10,uid13,3,case_study_1_10_uid13,case_study_1_10_3,3,10
case_study_1,10,uid13,10,case_study_1_10_uid13,case_study_1_10_10,5,5
case_study_1,10,uid13,8,case_study_1_10_uid13,case_study_1_10_8,3,8
case_study_1,10,uid13,6,case_study_1_10_uid13,case_study_1_10_6,5,4
case_study_1,10,uid13,1,case_study_1_10_uid13,case_study_1_10_1,5,2
case_study_1,10,uid13,4,case_study_1_10_uid13,case_study_1_10_4,3,9
case_study_1,10,uid13,5,case_study_1_10_uid13,case_study_1_10_5,4,7
case_study_1,10,uid13,7,case_study_1_10_uid13,case_study_1_10_7,5,3
case_study_1,10,uid13,9,case_study_1_10_uid13,case_study_1_10_9,4,6
case_study_1,10,uid13,2,case_study_1_10_uid13,case_study_1_10_2,5,1
case_study_1,10,uid6,3,case_study_1_10_uid6,case_study_1_10_3,3,8
case_study_1,10,uid6,10,case_study_1_10_uid6,case_study_1_10_10,4,5
case_study_1,10,uid6,8,case_study_1_10_uid6,case_study_1_10_8,5,3
case_study_1,10,uid6,6,case_study_1_10_uid6,case_study_1_10_6,5,1
case_study_1,10,uid6,1,case_study_1_10_uid6,case_study_1_10_1,4,4
case_study_1,10,uid6,4,case_study_1_10_uid6,case_study_1_10_4,3,7
case_study_1,10,uid6,5,case_study_1_10_uid6,case_study_1_10_5,3,10
case_study_1,10,uid6,7,case_study_1_10_uid6,case_study_1_10_7,3,6
case_study_1,10,uid6,9,case_study_1_10_uid6,case_study_1_10_9,3,9
case_study_1,10,uid6,2,case_study_1_10_uid6,case_study_1_10_2,5,2
case_study_1,10,uid22,3,case_study_1_10_uid22,case_study_1_10_3,3,10
case_study_1,10,uid22,10,case_study_1_10_uid22,case_study_1_10_10,5,5
case_study_1,10,uid22,8,case_study_1_10_uid22,case_study_1_10_8,5,1
case_study_1,10,uid22,6,case_study_1_10_uid22,case_study_1_10_6,5,7
case_study_1,10,uid22,1,case_study_1_10_uid22,case_study_1_10_1,5,6
case_study_1,10,uid22,4,case_study_1_10_uid22,case_study_1_10_4,3,9
case_study_1,10,uid22,5,case_study_1_10_uid22,case_study_1_10_5,5,4
case_study_1,10,uid22,7,case_study_1_10_uid22,case_study_1_10_7,4,8
case_study_1,10,uid22,9,case_study_1_10_uid22,case_study_1_10_9,5,3
case_study_1,10,uid22,2,case_study_1_10_uid22,case_study_1_10_2,5,2
case_study_1,10,uid21,3,case_study_1_10_uid21,case_study_1_10_3,1,10
case_study_1,10,uid21,10,case_study_1_10_uid21,case_study_1_10_10,4,7
case_study_1,10,uid21,8,case_study_1_10_uid21,case_study_1_10_8,4,4
case_study_1,10,uid21,6,case_study_1_10_uid21,case_study_1_10_6,4,5
case_study_1,10,uid21,1,case_study_1_10_uid21,case_study_1_10_1,5,1
case_study_1,10,uid21,4,case_study_1_10_uid21,case_study_1_10_4,3,9
case_study_1,10,uid21,5,case_study_1_10_uid21,case_study_1_10_5,5,3
case_study_1,10,uid21,7,case_study_1_10_uid21,case_study_1_10_7,3,8
case_study_1,10,uid21,9,case_study_1_10_uid21,case_study_1_10_9,5,2
case_study_1,10,uid21,2,case_study_1_10_uid21,case_study_1_10_2,4,6
case_study_1,10,uid9,3,case_study_1_10_uid9,case_study_1_10_3,3,10
case_study_1,10,uid9,10,case_study_1_10_uid9,case_study_1_10_10,4,6
case_study_1,10,uid9,8,case_study_1_10_uid9,case_study_1_10_8,5,4
case_study_1,10,uid9,6,case_study_1_10_uid9,case_study_1_10_6,5,2
case_study_1,10,uid9,1,case_study_1_10_uid9,case_study_1_10_1,4,7
case_study_1,10,uid9,4,case_study_1_10_uid9,case_study_1_10_4,3,9
case_study_1,10,uid9,5,case_study_1_10_uid9,case_study_1_10_5,4,5
case_study_1,10,uid9,7,case_study_1_10_uid9,case_study_1_10_7,5,1
case_study_1,10,uid9,9,case_study_1_10_uid9,case_study_1_10_9,3,8
case_study_1,10,uid9,2,case_study_1_10_uid9,case_study_1_10_2,5,3
case_study_1,10,uid23,3,case_study_1_10_uid23,case_study_1_10_3,2,10
case_study_1,10,uid23,10,case_study_1_10_uid23,case_study_1_10_10,3,9
case_study_1,10,uid23,8,case_study_1_10_uid23,case_study_1_10_8,4,7
case_study_1,10,uid23,6,case_study_1_10_uid23,case_study_1_10_6,5,2
case_study_1,10,uid23,1,case_study_1_10_uid23,case_study_1_10_1,4,5
case_study_1,10,uid23,4,case_study_1_10_uid23,case_study_1_10_4,4,6
case_study_1,10,uid23,5,case_study_1_10_uid23,case_study_1_10_5,5,1
case_study_1,10,uid23,7,case_study_1_10_uid23,case_study_1_10_7,5,3
case_study_1,10,uid23,9,case_study_1_10_uid23,case_study_1_10_9,3,8
case_study_1,10,uid23,2,case_study_1_10_uid23,case_study_1_10_2,4,4
case_study_1,10,uid11,3,case_study_1_10_uid11,case_study_1_10_3,4,6
case_study_1,10,uid11,10,case_study_1_10_uid11,case_study_1_10_10,3,8
case_study_1,10,uid11,8,case_study_1_10_uid11,case_study_1_10_8,5,3
case_study_1,10,uid11,6,case_study_1_10_uid11,case_study_1_10_6,5,1
case_study_1,10,uid11,1,case_study_1_10_uid11,case_study_1_10_1,4,5
case_study_1,10,uid11,4,case_study_1_10_uid11,case_study_1_10_4,3,9
case_study_1,10,uid11,5,case_study_1_10_uid11,case_study_1_10_5,4,7
case_study_1,10,uid11,7,case_study_1_10_uid11,case_study_1_10_7,4,4
case_study_1,10,uid11,9,case_study_1_10_uid11,case_study_1_10_9,3,10
case_study_1,10,uid11,2,case_study_1_10_uid11,case_study_1_10_2,5,2
case_study_1,10,uid1,3,case_study_1_10_uid1,case_study_1_10_3,4,10
case_study_1,10,uid1,10,case_study_1_10_uid1,case_study_1_10_10,5,6
case_study_1,10,uid1,8,case_study_1_10_uid1,case_study_1_10_8,5,5
case_study_1,10,uid1,6,case_study_1_10_uid1,case_study_1_10_6,4,9
case_study_1,10,uid1,1,case_study_1_10_uid1,case_study_1_10_1,4,7
case_study_1,10,uid1,4,case_study_1_10_uid1,case_study_1_10_4,5,4
case_study_1,10,uid1,5,case_study_1_10_uid1,case_study_1_10_5,5,3
case_study_1,10,uid1,7,case_study_1_10_uid1,case_study_1_10_7,4,8
case_study_1,10,uid1,9,case_study_1_10_uid1,case_study_1_10_9,5,2
case_study_1,10,uid1,2,case_study_1_10_uid1,case_study_1_10_2,5,1
case_study_1,10,uid7,3,case_study_1_10_uid7,case_study_1_10_3,4,6
case_study_1,10,uid7,10,case_study_1_10_uid7,case_study_1_10_10,4,4
case_study_1,10,uid7,8,case_study_1_10_uid7,case_study_1_10_8,3,8
case_study_1,10,uid7,6,case_study_1_10_uid7,case_study_1_10_6,4,5
case_study_1,10,uid7,1,case_study_1_10_uid7,case_study_1_10_1,5,2
case_study_1,10,uid7,4,case_study_1_10_uid7,case_study_1_10_4,4,3
case_study_1,10,uid7,5,case_study_1_10_uid7,case_study_1_10_5,4,7
case_study_1,10,uid7,9,case_study_1_10_uid7,case_study_1_10_9,3,9
case_study_1,10,uid7,7,case_study_1_10_uid7,case_study_1_10_7,3,10
case_study_1,10,uid7,2,case_study_1_10_uid7,case_study_1_10_2,5,1
case_study_1,10,uid10,3,case_study_1_10_uid10,case_study_1_10_3,3,10
case_study_1,10,uid10,10,case_study_1_10_uid10,case_study_1_10_10,4,7
case_study_1,10,uid10,8,case_study_1_10_uid10,case_study_1_10_8,5,3
case_study_1,10,uid10,6,case_study_1_10_uid10,case_study_1_10_6,5,2
case_study_1,10,uid10,1,case_study_1_10_uid10,case_study_1_10_1,4,8
case_study_1,10,uid10,4,case_study_1_10_uid10,case_study_1_10_4,3,9
case_study_1,10,uid10,5,case_study_1_10_uid10,case_study_1_10_5,5,4
case_study_1,10,uid10,7,case_study_1_10_uid10,case_study_1_10_7,4,5
case_study_1,10,uid10,9,case_study_1_10_uid10,case_study_1_10_9,4,6
case_study_1,10,uid10,2,case_study_1_10_uid10,case_study_1_10_2,5,1
case_study_1,10,uid5,3,case_study_1_10_uid5,case_study_1_10_3,3,9
case_study_1,10,uid5,10,case_study_1_10_uid5,case_study_1_10_10,4,8
case_study_1,10,uid5,8,case_study_1_10_uid5,case_study_1_10_8,5,2
case_study_1,10,uid5,6,case_study_1_10_uid5,case_study_1_10_6,4,7
case_study_1,10,uid5,4,case_study_1_10_uid5,case_study_1_10_4,3,10
case_study_1,10,uid5,5,case_study_1_10_uid5,case_study_1_10_5,4,6
case_study_1,10,uid5,7,case_study_1_10_uid5,case_study_1_10_7,4,4
case_study_1,10,uid5,9,case_study_1_10_uid5,case_study_1_10_9,4,5
case_study_1,10,uid5,1,case_study_1_10_uid5,case_study_1_10_1,4,3
case_study_1,10,uid5,2,case_study_1_10_uid5,case_study_1_10_2,5,1
case_study_1,10,uid3,3,case_study_1_10_uid3,case_study_1_10_3,3,8
case_study_1,10,uid3,10,case_study_1_10_uid3,case_study_1_10_10,3,9
case_study_1,10,uid3,8,case_study_1_10_uid3,case_study_1_10_8,4,6
case_study_1,10,uid3,6,case_study_1_10_uid3,case_study_1_10_6,4,4
case_study_1,10,uid3,1,case_study_1_10_uid3,case_study_1_10_1,4,5
case_study_1,10,uid3,7,case_study_1_10_uid3,case_study_1_10_7,2,7
case_study_1,10,uid3,5,case_study_1_10_uid3,case_study_1_10_5,4,3
case_study_1,10,uid3,4,case_study_1_10_uid3,case_study_1_10_4,3,10
case_study_1,10,uid3,9,case_study_1_10_uid3,case_study_1_10_9,4,2
case_study_1,10,uid3,2,case_study_1_10_uid3,case_study_1_10_2,5,1
case_study_1,10,uid8,3,case_study_1_10_uid8,case_study_1_10_3,5,3
case_study_1,10,uid8,8,case_study_1_10_uid8,case_study_1_10_8,5,4
case_study_1,10,uid8,10,case_study_1_10_uid8,case_study_1_10_10,5,6
case_study_1,10,uid8,6,case_study_1_10_uid8,case_study_1_10_6,5,8
case_study_1,10,uid8,1,case_study_1_10_uid8,case_study_1_10_1,5,5
case_study_1,10,uid8,9,case_study_1_10_uid8,case_study_1_10_9,5,7
case_study_1,10,uid8,4,case_study_1_10_uid8,case_study_1_10_4,5,1
case_study_1,10,uid8,5,case_study_1_10_uid8,case_study_1_10_5,5,2
case_study_1,10,uid8,7,case_study_1_10_uid8,case_study_1_10_7,3,10
case_study_1,10,uid8,2,case_study_1_10_uid8,case_study_1_10_2,3,9
case_study_2,11,uid1,1,case_study_2_11_uid1,case_study_2_11_1,5,6
case_study_2,11,uid1,2,case_study_2_11_uid1,case_study_2_11_2,4,9
case_study_2,11,uid1,3,case_study_2_11_uid1,case_study_2_11_3,5,5
case_study_2,11,uid1,4,case_study_2_11_uid1,case_study_2_11_4,5,4
case_study_2,11,uid1,5,case_study_2_11_uid1,case_study_2_11_5,4,7
case_study_2,11,uid1,6,case_study_2_11_uid1,case_study_2_11_6,4,8
case_study_2,11,uid1,7,case_study_2_11_uid1,case_study_2_11_7,5,1
case_study_2,11,uid1,8,case_study_2_11_uid1,case_study_2_11_8,5,2
case_study_2,11,uid1,9,case_study_2_11_uid1,case_study_2_11_9,5,3
case_study_2,11,uid4,1,case_study_2_11_uid4,case_study_2_11_1,5,6
case_study_2,11,uid4,2,case_study_2_11_uid4,case_study_2_11_2,4,9
case_study_2,11,uid4,3,case_study_2_11_uid4,case_study_2_11_3,4,8
case_study_2,11,uid4,4,case_study_2_11_uid4,case_study_2_11_4,5,5
case_study_2,11,uid4,5,case_study_2_11_uid4,case_study_2_11_5,5,4
case_study_2,11,uid4,6,case_study_2_11_uid4,case_study_2_11_6,4,7
case_study_2,11,uid4,7,case_study_2_11_uid4,case_study_2_11_7,5,1
case_study_2,11,uid4,8,case_study_2_11_uid4,case_study_2_11_8,5,2
case_study_2,11,uid4,9,case_study_2_11_uid4,case_study_2_11_9,5,3
case_study_2,11,uid15,1,case_study_2_11_uid15,case_study_2_11_1,4,8
case_study_2,11,uid15,2,case_study_2_11_uid15,case_study_2_11_2,4,9
case_study_2,11,uid15,3,case_study_2_11_uid15,case_study_2_11_3,4,7
case_study_2,11,uid15,4,case_study_2_11_uid15,case_study_2_11_4,4,6
case_study_2,11,uid15,5,case_study_2_11_uid15,case_study_2_11_5,5,3
case_study_2,11,uid15,6,case_study_2_11_uid15,case_study_2_11_6,4,5
case_study_2,11,uid15,7,case_study_2_11_uid15,case_study_2_11_7,5,1
case_study_2,11,uid15,8,case_study_2_11_uid15,case_study_2_11_8,4,4
case_study_2,11,uid15,9,case_study_2_11_uid15,case_study_2_11_9,5,2
case_study_2,11,uid9,1,case_study_2_11_uid9,case_study_2_11_1,5,4
case_study_2,11,uid9,2,case_study_2_11_uid9,case_study_2_11_2,3,9
case_study_2,11,uid9,3,case_study_2_11_uid9,case_study_2_11_3,5,1
case_study_2,11,uid9,4,case_study_2_11_uid9,case_study_2_11_4,5,3
case_study_2,11,uid9,6,case_study_2_11_uid9,case_study_2_11_6,4,6
case_study_2,11,uid9,7,case_study_2_11_uid9,case_study_2_11_7,4,7
case_study_2,11,uid9,5,case_study_2_11_uid9,case_study_2_11_5,5,2
case_study_2,11,uid9,8,case_study_2_11_uid9,case_study_2_11_8,4,8
case_study_2,11,uid9,9,case_study_2_11_uid9,case_study_2_11_9,4,5
case_study_2,11,uid10,1,case_study_2_11_uid10,case_study_2_11_1,4,4
case_study_2,11,uid10,2,case_study_2_11_uid10,case_study_2_11_2,3,7
case_study_2,11,uid10,3,case_study_2_11_uid10,case_study_2_11_3,4,5
case_study_2,11,uid10,4,case_study_2_11_uid10,case_study_2_11_4,5,2
case_study_2,11,uid10,5,case_study_2_11_uid10,case_study_2_11_5,5,3
case_study_2,11,uid10,6,case_study_2_11_uid10,case_study_2_11_6,1,9
case_study_2,11,uid10,7,case_study_2_11_uid10,case_study_2_11_7,3,8
case_study_2,11,uid10,8,case_study_2_11_uid10,case_study_2_11_8,4,6
case_study_2,11,uid10,9,case_study_2_11_uid10,case_study_2_11_9,5,1
case_study_2,11,uid6,1,case_study_2_11_uid6,case_study_2_11_1,4,7
case_study_2,11,uid6,2,case_study_2_11_uid6,case_study_2_11_2,3,8
case_study_2,11,uid6,3,case_study_2_11_uid6,case_study_2_11_3,3,9
case_study_2,11,uid6,4,case_study_2_11_uid6,case_study_2_11_4,5,4
case_study_2,11,uid6,5,case_study_2_11_uid6,case_study_2_11_5,5,2
case_study_2,11,uid6,6,case_study_2_11_uid6,case_study_2_11_6,4,6
case_study_2,11,uid6,7,case_study_2_11_uid6,case_study_2_11_7,4,5
case_study_2,11,uid6,8,case_study_2_11_uid6,case_study_2_11_8,5,3
case_study_2,11,uid6,9,case_study_2_11_uid6,case_study_2_11_9,5,1
case_study_2,11,uid22,1,case_study_2_11_uid22,case_study_2_11_1,5,2
case_study_2,11,uid22,2,case_study_2_11_uid22,case_study_2_11_2,2,9
case_study_2,11,uid22,3,case_study_2_11_uid22,case_study_2_11_3,5,1
case_study_2,11,uid22,4,case_study_2_11_uid22,case_study_2_11_4,4,6
case_study_2,11,uid22,5,case_study_2_11_uid22,case_study_2_11_5,5,3
case_study_2,11,uid22,6,case_study_2_11_uid22,case_study_2_11_6,3,8
case_study_2,11,uid22,7,case_study_2_11_uid22,case_study_2_11_7,4,4
case_study_2,11,uid22,8,case_study_2_11_uid22,case_study_2_11_8,4,7
case_study_2,11,uid22,9,case_study_2_11_uid22,case_study_2_11_9,4,5
case_study_2,11,uid18,1,case_study_2_11_uid18,case_study_2_11_1,3,7
case_study_2,11,uid18,2,case_study_2_11_uid18,case_study_2_11_2,4,6
case_study_2,11,uid18,3,case_study_2_11_uid18,case_study_2_11_3,2,8
case_study_2,11,uid18,4,case_study_2_11_uid18,case_study_2_11_4,4,5
case_study_2,11,uid18,5,case_study_2_11_uid18,case_study_2_11_5,5,1
case_study_2,11,uid18,6,case_study_2_11_uid18,case_study_2_11_6,2,9
case_study_2,11,uid18,7,case_study_2_11_uid18,case_study_2_11_7,4,2
case_study_2,11,uid18,8,case_study_2_11_uid18,case_study_2_11_8,4,4
case_study_2,11,uid18,9,case_study_2_11_uid18,case_study_2_11_9,4,3
case_study_2,11,uid3,1,case_study_2_11_uid3,case_study_2_11_1,4,8
case_study_2,11,uid3,2,case_study_2_11_uid3,case_study_2_11_2,3,9
case_study_2,11,uid3,3,case_study_2_11_uid3,case_study_2_11_3,5,3
case_study_2,11,uid3,4,case_study_2_11_uid3,case_study_2_11_4,4,7
case_study_2,11,uid3,5,case_study_2_11_uid3,case_study_2_11_5,5,2
case_study_2,11,uid3,6,case_study_2_11_uid3,case_study_2_11_6,4,4
case_study_2,11,uid3,7,case_study_2_11_uid3,case_study_2_11_7,4,6
case_study_2,11,uid3,8,case_study_2_11_uid3,case_study_2_11_8,5,1
case_study_2,11,uid3,9,case_study_2_11_uid3,case_study_2_11_9,4,5
case_study_2,11,uid16,1,case_study_2_11_uid16,case_study_2_11_1,3,7
case_study_2,11,uid16,2,case_study_2_11_uid16,case_study_2_11_2,3,6
case_study_2,11,uid16,3,case_study_2_11_uid16,case_study_2_11_3,3,5
case_study_2,11,uid16,4,case_study_2_11_uid16,case_study_2_11_4,4,4
case_study_2,11,uid16,5,case_study_2_11_uid16,case_study_2_11_5,4,2
case_study_2,11,uid16,6,case_study_2_11_uid16,case_study_2_11_6,3,8
case_study_2,11,uid16,7,case_study_2_11_uid16,case_study_2_11_7,3,9
case_study_2,11,uid16,8,case_study_2_11_uid16,case_study_2_11_8,4,1
case_study_2,11,uid16,9,case_study_2_11_uid16,case_study_2_11_9,4,3
case_study_2,11,uid19,1,case_study_2_11_uid19,case_study_2_11_1,4,6
case_study_2,11,uid19,2,case_study_2_11_uid19,case_study_2_11_2,4,7
case_study_2,11,uid19,3,case_study_2_11_uid19,case_study_2_11_3,3,9
case_study_2,11,uid19,4,case_study_2_11_uid19,case_study_2_11_4,5,2
case_study_2,11,uid19,5,case_study_2_11_uid19,case_study_2_11_5,5,3
case_study_2,11,uid19,6,case_study_2_11_uid19,case_study_2_11_6,4,5
case_study_2,11,uid19,7,case_study_2_11_uid19,case_study_2_11_7,5,1
case_study_2,11,uid19,8,case_study_2_11_uid19,case_study_2_11_8,4,4
case_study_2,11,uid19,9,case_study_2_11_uid19,case_study_2_11_9,4,8
case_study_2,11,uid8,1,case_study_2_11_uid8,case_study_2_11_1,4,7
case_study_2,11,uid8,2,case_study_2_11_uid8,case_study_2_11_2,3,9
case_study_2,11,uid8,3,case_study_2_11_uid8,case_study_2_11_3,5,4
case_study_2,11,uid8,4,case_study_2_11_uid8,case_study_2_11_4,5,1
case_study_2,11,uid8,5,case_study_2_11_uid8,case_study_2_11_5,4,8
case_study_2,11,uid8,6,case_study_2_11_uid8,case_study_2_11_6,4,5
case_study_2,11,uid8,7,case_study_2_11_uid8,case_study_2_11_7,5,2
case_study_2,11,uid8,8,case_study_2_11_uid8,case_study_2_11_8,4,6
case_study_2,11,uid8,9,case_study_2_11_uid8,case_study_2_11_9,5,3
case_study_2,11,uid12,1,case_study_2_11_uid12,case_study_2_11_1,3,6
case_study_2,11,uid12,2,case_study_2_11_uid12,case_study_2_11_2,2,9
case_study_2,11,uid12,3,case_study_2_11_uid12,case_study_2_11_3,4,4
case_study_2,11,uid12,4,case_study_2_11_uid12,case_study_2_11_4,4,5
case_study_2,11,uid12,5,case_study_2_11_uid12,case_study_2_11_5,5,1
case_study_2,11,uid12,6,case_study_2_11_uid12,case_study_2_11_6,3,7
case_study_2,11,uid12,7,case_study_2_11_uid12,case_study_2_11_7,3,8
case_study_2,11,uid12,8,case_study_2_11_uid12,case_study_2_11_8,5,2
case_study_2,11,uid12,9,case_study_2_11_uid12,case_study_2_11_9,4,3
case_study_2,11,uid2,1,case_study_2_11_uid2,case_study_2_11_1,4,6
case_study_2,11,uid2,2,case_study_2_11_uid2,case_study_2_11_2,4,7
case_study_2,11,uid2,3,case_study_2_11_uid2,case_study_2_11_3,5,3
case_study_2,11,uid2,4,case_study_2_11_uid2,case_study_2_11_4,4,8
case_study_2,11,uid2,5,case_study_2_11_uid2,case_study_2_11_5,5,1
case_study_2,11,uid2,6,case_study_2_11_uid2,case_study_2_11_6,3,9
case_study_2,11,uid2,7,case_study_2_11_uid2,case_study_2_11_7,4,5
case_study_2,11,uid2,8,case_study_2_11_uid2,case_study_2_11_8,5,2
case_study_2,11,uid2,9,case_study_2_11_uid2,case_study_2_11_9,4,4
case_study_2,11,uid20,1,case_study_2_11_uid20,case_study_2_11_1,5,1
case_study_2,11,uid20,2,case_study_2_11_uid20,case_study_2_11_2,4,8
case_study_2,11,uid20,3,case_study_2_11_uid20,case_study_2_11_3,5,2
case_study_2,11,uid20,4,case_study_2_11_uid20,case_study_2_11_4,4,7
case_study_2,11,uid20,5,case_study_2_11_uid20,case_study_2_11_5,4,4
case_study_2,11,uid20,6,case_study_2_11_uid20,case_study_2_11_6,3,9
case_study_2,11,uid20,7,case_study_2_11_uid20,case_study_2_11_7,5,3
case_study_2,11,uid20,8,case_study_2_11_uid20,case_study_2_11_8,4,6
case_study_2,11,uid20,9,case_study_2_11_uid20,case_study_2_11_9,4,5
case_study_2,11,uid5,1,case_study_2_11_uid5,case_study_2_11_1,4,5
case_study_2,11,uid5,2,case_study_2_11_uid5,case_study_2_11_2,3,8
case_study_2,11,uid5,3,case_study_2_11_uid5,case_study_2_11_3,5,1
case_study_2,11,uid5,4,case_study_2_11_uid5,case_study_2_11_4,4,4
case_study_2,11,uid5,5,case_study_2_11_uid5,case_study_2_11_5,5,3
case_study_2,11,uid5,6,case_study_2_11_uid5,case_study_2_11_6,3,9
case_study_2,11,uid5,7,case_study_2_11_uid5,case_study_2_11_7,3,7
case_study_2,11,uid5,8,case_study_2_11_uid5,case_study_2_11_8,3,6
case_study_2,11,uid5,9,case_study_2_11_uid5,case_study_2_11_9,5,2
case_study_2,11,uid14,1,case_study_2_11_uid14,case_study_2_11_1,4,8
case_study_2,11,uid14,2,case_study_2_11_uid14,case_study_2_11_2,4,9
case_study_2,11,uid14,3,case_study_2_11_uid14,case_study_2_11_3,4,7
case_study_2,11,uid14,4,case_study_2_11_uid14,case_study_2_11_4,4,1
case_study_2,11,uid14,5,case_study_2_11_uid14,case_study_2_11_5,4,4
case_study_2,11,uid14,6,case_study_2_11_uid14,case_study_2_11_6,4,5
case_study_2,11,uid14,7,case_study_2_11_uid14,case_study_2_11_7,4,3
case_study_2,11,uid14,8,case_study_2_11_uid14,case_study_2_11_8,4,6
case_study_2,11,uid14,9,case_study_2_11_uid14,case_study_2_11_9,4,2
case_study_2,11,uid11,1,case_study_2_11_uid11,case_study_2_11_1,3,8
case_study_2,11,uid11,2,case_study_2_11_uid11,case_study_2_11_2,2,9
case_study_2,11,uid11,3,case_study_2_11_uid11,case_study_2_11_3,4,6
case_study_2,11,uid11,4,case_study_2_11_uid11,case_study_2_11_4,4,4
case_study_2,11,uid11,5,case_study_2_11_uid11,case_study_2_11_5,5,3
case_study_2,11,uid11,6,case_study_2_11_uid11,case_study_2_11_6,5,1
case_study_2,11,uid11,7,case_study_2_11_uid11,case_study_2_11_7,4,5
case_study_2,11,uid11,8,case_study_2_11_uid11,case_study_2_11_8,3,7
case_study_2,11,uid11,9,case_study_2_11_uid11,case_study_2_11_9,5,2
case_study_2,11,uid13,1,case_study_2_11_uid13,case_study_2_11_1,4,6
case_study_2,11,uid13,2,case_study_2_11_uid13,case_study_2_11_2,2,9
case_study_2,11,uid13,3,case_study_2_11_uid13,case_study_2_11_3,3,8
case_study_2,11,uid13,4,case_study_2_11_uid13,case_study_2_11_4,4,7
case_study_2,11,uid13,5,case_study_2_11_uid13,case_study_2_11_5,5,1
case_study_2,11,uid13,6,case_study_2_11_uid13,case_study_2_11_6,4,3
case_study_2,11,uid13,7,case_study_2_11_uid13,case_study_2_11_7,4,4
case_study_2,11,uid13,8,case_study_2_11_uid13,case_study_2_11_8,4,2
